,Reviews,Sentiment
228," The rooms were clean and spacious. The staff was very friendly and helpful. The breakfast was excellent and the bar was nice. The location was very convenient to all the attractions and shopping the city had to offer. The hotel also provided complimentary Wi-Fi throughout the hotel and a great fitness center. Overall, I had a wonderful stay at this hotel and would definitely recommend it to others.",1
229," The staff was very friendly and helpful. The room was clean and spacious, with comfortable beds and amenities. The breakfast was delicious and had lots of variety. The location was central and easy to find. The free parking was also a great benefit, as well as the shuttle service to the nearby attractions. Overall, this was a great place to stay and I highly recommend it.",1
230," The staff was friendly and accommodating, and the rooms were clean, spacious and comfortable. The breakfast and dinner were delicious, and the restaurant was a great place to hang out and enjoy a meal. The pool was also great, and the grounds had lovely gardens and a great view of the city. Overall, it was an excellent stay and I would highly recommend it.",1
231,"

We're so pleased to hear you enjoyed your stay! We take great pride in providing excellent service to our guests and we're glad you felt that during your visit. We hope you'll stay with us again soon.",1
232," The staff were extremely helpful and friendly. They answered all of my questions and went out of their way to make sure I was comfortable. The room was spacious and clean, with a nice view of the city. The bed was very comfortable and the breakfast was delicious. The location was perfect, close to main attractions in the city. I would definitely stay here again and recommend it to anyone looking for a great place to stay in this area.",1
233," The rooms were clean and spacious and the staff were friendly and helpful. The breakfast buffet was also really good and had a lot of variety. The pool area was great and had plenty of lounge chairs and umbrellas, as well as a shallow area for kids. Overall, it was a great hotel, and I would definitely stay here again.",1
234," The staff was friendly, the rooms were clean, and the location was perfect. I was able to walk to many attractions and restaurants from the hotel. The beds and pillows were really comfortable, and the breakfast was delicious. I would definitely stay here again.",1
235," The location was perfect, right in the center of the city where access to local attractions and amenities was easy. The staff were very friendly and accommodating, always offering helpful suggestions and advice on things to do and see in the area. The rooms were clean and comfortable, with lots of amenities and good wifi service. The food at the on-site restaurant was delicious. Overall, it was a great place to stay and highly recommended.",1
236," The room I stayed in was spacious and clean. The staff were friendly and helpful. The amenities such as the pool, restaurant, gym and spa area were great. I enjoyed my stay here and would definitely recommend it to others.",1
237," The staff was very friendly, the room was spacious, and the view was great. The breakfast was excellent and the free Wi-Fi was a great bonus. I would definitely stay here again and recommend this hotel to anyone looking for good value and a great stay.",1
238, The staff was friendly and the overall experience was enjoyable. The rooms were cozy and the amenities were modern. The breakfast buffet was delicious and there was plenty of variety. I would definitely recommend this hotel.,1
239, The staff was very friendly and helpful. The room was clean and comfortable. The beds were very cozy. The breakfast was delicious and had a good variety. The location was perfect and close to all of the attractions we wanted to see. All in all it was a great stay and I would highly recommend it.,1
240," The room was comfortable and the location was excellent. The staff was friendly and accommodating. The food at the restaurant was delicious, and the breakfast options were varied. We also appreciated the amenities, such as the fitness center and the pool. Overall, our experience was enjoyable, and we would highly recommend staying at this hotel.",1
241," The free breakfast was tasty, and the staff was very friendly. The rooms were comfortable and clean, and the amenities in the bathroom were convenient. They also had a great pool with a slide for the kids. I would definitely stay here again.",1
242," I really enjoyed my stay here. The staff was very friendly and accommodating. The rooms were clean and spacious. The location was perfect, close to downtown and the beach. The amenities were excellent, everything I needed was provided. I would definitely stay here again and highly recommend it to my family and friends.",1
243," The room was very comfortable and clean, the staff was helpful and friendly, the location was central and convenient, and the breakfast buffet provided good options. The pool area was very nice and relaxing, and the gym was well-equipped and had a great selection of machines. Overall, it was a great experience and I would certainly stay here again.",1
244," The staff was incredibly friendly, the rooms were clean and spacious, and the breakfast buffet had plenty of options to choose from. The beds were comfortable and the complimentary Wi-Fi was excellent. We would definitely stay here again and recommend it to others.",1
245, We had a wonderful stay. The staff was very friendly and helpful. Our room was comfortable and clean. The breakfast was delicious and the restaurant in the hotel was excellent. We would definitely stay here again.,1
246," The check in process was smooth, the room was comfortable and clean and the staff were friendly and helpful. The location was in a convenient area with close access to cafés, restaurants and shops. The hotel amenities were nice and the pool area was nicely kept. Overall my stay was pleasant and I would definitely recommend this hotel to friends and family.",1
247," The staff was friendly and helpful. The rooms were clean and the bed was comfortable. The pool and hot tub area was relaxing and the restaurant had delicious food. My only complaint would be that the wifi was spotty at times. Other than that, it was a great experience.",1
248," The staff were friendly, helpful, and accommodating. The food was excellent and the rooms were clean and comfortable. The property was well-maintained and had plenty of amenities, such as a pool, spa, fitness centre, and business centre. I especially liked the helpful orientation given to me by the hotel staff upon check-in, and the recommendations they gave for dining and sightseeing. All in all, it was a pleasant stay, and I would definitely recommend this hotel.",1
249," The staff was incredibly friendly and helpful - always willing to go the extra mile to make our stay more comfortable. The hotel is located in a great spot, close to many nearby attractions. The rooms were comfortable and spacious, with plenty of amenities. The food was delicious and there was plenty of it - so no one left hungry! Overall, we had a wonderful stay and would recommend this hotel to anyone looking for a comfortable and enjoyable experience.",1
250," The room was very comfortable and clean. The staff was friendly and helpful. The breakfast was delicious. The location was great and within walking distance to many restaurants and attractions. The price was reasonable for the quality of the hotel. Overall, I had a great experience at this hotel and would recommend it to anyone looking for a good value.",1
251," It was very close to restaurants and shopping, the staff was friendly and helpful and the room was clean and comfortable. The room had all the necessary amenities, like a coffee maker and mini-fridge, and the bed was cozy. The bathroom was spacious and well-kept, and it was great to have a few complimentary toiletries available in the room. The hotel also had a nice pool area, which was great to relax after a long day of sightseeing. Overall, we had a wonderful stay at this hotel and would definitely recommend it to others.",1
252," The service was amazing, it's located in a great spot and everything was very clean. The staff was always friendly and welcoming and went above and beyond to make our stay enjoyable. The rooms were comfortable and spacious enough and they were very clean. The food was delicious and they had great options. Overall, the hotel was a great experience and I would definitely recommend it to anyone looking for a nice hotel in the area.",1
253," It had a big pool, spa, and gym. The room was spacious and very clean. The staff was friendly and helpful. The food was good and the location was right in the city. Definitely would recommend this hotel to anyone.",1
254," The amenities were great and the room was spacious and comfortable. The staff was friendly and helpful. The breakfast that was included was delicious and had a good variety. Overall, it was a great stay and would definitely recommend this hotel.",1
255," The rooms were spacious and very clean. The staff was friendly and attentive. The complimentary continental breakfast was also a nice bonus. The hotel room had all the amenities one could need, including a mini-fridge and microwave. The hotel also had a pool and hot tub which was a nice relaxing addition to the stay. I would definitely recommend the hotel to anyone looking for a great place to stay.",1
256," The rooms were clean and spacious. The staff was friendly and accommodating. The breakfast buffet was delicious and there was always a variety of choices. The pool and hot tub were perfect for relaxing after a long day of sightseeing. Overall, it was an excellent stay and I highly recommend it.",1
257," I stayed here for the weekend. The staff was friendly, the rooms were clean and spacious and the location was very convenient to all the places I wanted to visit. The breakfast provided in the hotel was delicious with a good variety of options. Overall, I had a very pleasant stay and would definitely recommend this place to other travelers.",1
258," First, the staff was very friendly and professional. They were always willing to answer any questions that I had and offer assistance whenever needed. The room itself was incredibly comfortable and the decorations really brought a sense of home to the place. I was very impressed by the luxurious amenities that were available, such as the pool and hot tub. The complimentary breakfast was really delicious, and I also had a great time enjoying some of the outdoor activities that the hotel had to offer. Overall, it was a great experience and I would highly recommend this hotel to anyone looking for a great place to stay!",1
259," It was situated in a quiet area, so there was no noise from outside. The room was very clean, spacious and had all the amenities, including a kitchenette. The staff was friendly and very helpful with any questions we had. The pool area was very nice, and the hot tub was a great addition. We also had complimentary breakfast each morning which was delicious. Overall, it was a great stay, and we would definitely stay again.",1
260," The room was clean and comfortable. The staff was extremely friendly and helpful. The breakfast was delicious, with a great variety of hot and cold items. The location was perfect, just a short walk from the city center and some of the main attractions. Overall, I really enjoyed my stay here and would definitely recommend it to others.",1
261," The room was spacious and had all the amenities I needed. The staff was friendly and helpful. The breakfast buffet was delicious and had a good selection of foods. The location was close to all the attractions I wanted to see and it was easy to navigate around the city. Overall, I had a great stay and would recommend it to anyone looking for a nice place to stay.",1
262," The staff was welcoming and friendly, the room was clean and the bed was very comfortable. The breakfast buffet was tremendous and had foods ranging from bacon and eggs, to pancakes and waffles. There was also a great swimming pool outside that had a beautiful view of the nearby city. 

The hotel was well-located too, with easy access to nearby attractions and great restaurants. The service was consistent throughout our stay and we had no trouble finding our way around. We were very pleased with our stay and would definitely stay there again in the future.",1
263," Everything was brand new and well-kept. The staff were friendly and always willing to help out. The rooms were very large and comfortable. The beds were comfortable and the bathroom was spacious with great hot water. There were plenty of dining options within walking distance and the pool was great with plenty of room to relax. Overall, it was an excellent stay.",1
264," The staff was friendly and efficient, the rooms were clean and comfortable and the location was very convenient. The included breakfast was very good with a variety of options and the restaurant connected to the hotel was top notch. Overall I had a great stay and would highly recommend it for others.",1
265," The staff was friendly and helpful, the rooms were comfortable and clean, and the facilities were top-notch. The room service was prompt and the meals were delicious. The breakfast selection was varied and included both hot and cold items. The pool was a great way to cool down after a hot day and the gym facilities were well-equipped. The location of the hotel was also great, close to shops, restaurants, and attractions. Overall, our stay at this hotel was excellent!",1
266," The rooms were very well equipped with all the necessary amenities and the staff was very friendly and helpful. The breakfast buffet was delicious and the restaurant had a great selection of food. The location of the hotel was perfect, just a short walk from the city centre and all the attractions. Overall an excellent stay and I would highly recommend it.",1
267," The staff was friendly, the room was large and modern, and the location was perfect for us. We especially enjoyed the outdoor pool, which provided a great place to relax after long days of exploring the area. The breakfast buffet was also great, with a large variety of food and drinks. We would definitely stay here again!",1
268," From the front desk staff to the housekeeping staff, everyone was friendly and helpful. The room was clean and comfortable and the amenities were good. The location is near several restaurants and shops. It was easy to get to the attractions we wanted to see. I would definitely stay here again.",1
269,"The beds were comfortable,good location and the staff was friendly. The breakfast was delicious every morning and they always had a variety of options available. The pool area was nice and the pool itself was always clean and well maintained. The room service was also great and the food was always fresh and hot. Overall, this hotel was a great choice and I would definitely recommend it to anyone looking for a good place to stay.",1
270," The room was very clean, the staff was exceptionally friendly and helpful, and the amenities were top-notch. The breakfast was also delicious, with plenty of options available. Other features like an on-site pool and gym were great perks as well. The location of this hotel was perfect for a weekend getaway, and I would definitely recommend it to anyone staying in the area.",1
271, The room was very clean and comfortable. The staff was friendly and helpful. The breakfast buffet had a great variety of food and drinks. The location was perfect with easy access to the beach and other attractions. We would definitely stay here again!,1
272," The room was nice and clean, and the staff were very helpful. The pool area was great, especially for the kids, with lots of fun activities to do. The restaurant was good, and the breakfast buffet was very good. We enjoyed our stay here and would recommend it to anyone.",1
273," The beds were comfortable, the food was really good, and the staff was very friendly. We had an especially good time during the daily pool hours. The water slide was a big hit for both kids and adults alike. We would definitely recommend this hotel to friends and family looking for a fun and relaxing stay.",1
274," The bed was very comfortable and the room was clean and cozy. The staff was helpful and friendly and the breakfast buffet was delicious. The location was also great – it was close to all the attractions in the area. Overall, it was a great stay and a great value for the money.",1
275," The staff was friendly, the room was clean and comfortable, and the breakfast buffet was delicious. The pool was also clean and the gym was well equipped. I really enjoyed my stay here.",1
276, It was very clean and had a great staff. They were very friendly and helpful. The room was spacious and comfortable. The amenities in the room were also nice. The pool was nice and the breakfast was great. Overall I had a very enjoyable stay here and would recommend it to anyone.,1
277," The room was spacious and clean. The staff was very friendly and helpful. They gave us great suggestions for dining and provided us with useful information about the local area. They even let us borrow a map of the city. The breakfast buffet was delicious and the location was perfect, being close to all of the attractions we wanted to visit. We would definitely stay here again!",1
278," 

I'm delighted to hear that! We strive to provide each and every guest with an excellent experience, and it's always gratifying to hear when we've achieved that. We hope you'll come back and stay with us again in the future.",1
279," The staff was friendly and helpful. The rooms were clean and spacious. The beds were comfortable and the decor was modern and stylish. The breakfast buffet was good, with a variety of options. The location was convenient, close to the attractions. Overall, I was happy with my stay and would definitely stay here again.",1
280," The staff was super friendly and helpful and the rooms were very clean and comfortable. The hotel also offered a great breakfast selection with lots of options. The pool area was nice, it had a slide and a hot tub. Overall, we had a great stay and would recommend the hotel.",1
281," The staff was very friendly and helpful. The rooms were spacious and clean. The breakfast buffet was delicious and had a good variety of choices. The location was amazing, right near the airport and many restaurants and attractions. Overall it was a great experience and I would definitely stay there again.",1
282," The staff was extremely friendly and helpful. They made sure I was comfortable in my room and offered great advice on what to do and where to go in the city. The location was also very convenient - close to public transportation and local attractions. The breakfast buffet was delicious, with a wide variety of options. The rooms were large and well-appointed and the view was amazing. All in all, the hotel staff provided great hospitality and it was an incredibly pleasant stay.",1
283, I had an excellent experience from the moment I arrived. The staff was friendly and helpful and the rooms were spotless and modern. The breakfast was delicious and the location was central and convenient to everything I wanted to do. The pool was a great bonus and overall I had a fantastic stay. Highly recommend.,1
284," The staff was extremely friendly and helpful. The rooms were very clean and the bed was so comfortable. The location of the hotel was great, it was close to the beach and lots of restaurants and shops. The breakfast was delicious and the view from the rooftop terrace was breathtaking. I would definitely stay at this hotel again.",1
285," The room was very clean and spacious, the staff was friendly and helpful, and the hotel had excellent amenities. The pool area was especially nice, and the breakfast buffet had plenty of choices. The location was great and the hotel was conveniently located near several restaurants and shops. I would definitely stay here again and recommend it to others.",1
286," The location was perfect and the staff was friendly and helpful. The room was spacious, clean and the beds were comfortable. The complimentary breakfast was complete, including cereal, yogurt, pastries and coffee. I would definitely stay here again.",1
287," The staff was very friendly and helpful. The rooms were clean and comfortable, and the overall atmosphere was very relaxing. The breakfast buffet was delicious and the staff went out of their way to make sure we had everything we needed. Highly recommend staying here.",1
288, The room was clean and the staff were helpful. The food at the restaurant was also delicious. The pool was great and the spa facilities were excellent. The hotel was conveniently located near attractions and had great views of the city. I would highly recommend it.,1
289," The room was very clean and appeared to have been recently renovated. The staff was extremely helpful and accommodating. The hotel had a nice pool which was great to relax in after a long day. The hotel was close to some great local attractions and restaurants, and was within walking distance of the beach. Overall, I had a great experience at this hotel and would definitely stay again.",1
290," The room was very comfortable, the staff was really friendly and helpful, and the breakfast was amazing. The location was great as well, easy to get to from the train station and close to many attractions. The only downside was that the lobby area and hallways could use some updating, but overall it was a great hotel and I would definitely stay there again.",1
291," The staff was very friendly and helpful. The rooms were spacious and comfortable, and the beds were so comfortable! The breakfast buffet was also really good. The only downside was the noise from the street outside, but other than that, everything was perfect.",1
292," The staff was friendly and accommodating. The rooms were spacious and clean with lots of amenities such as a refrigerator, microwave, and coffee maker. The hotel was near the beach, so it was easy to access the beach. The pool was well maintained and had plenty of chairs for relaxing. The breakfast buffet was delicious with lots of variety. Overall, I had a pleasant and comfortable stay.",1
293, The room was spacious and comfortable and the view was incredible. The staff was very friendly and accommodating and the amenities available were exceptional. The location was perfect for our needs and the overall experience was top-notch. I would definitely recommend staying here to anyone!,1
294," The staff were friendly and helpful, and the rooms were clean and comfortable. The breakfast buffet was excellent, with a good variety of items to choose from. The location was great too, close to shopping and restaurants. We would definitely stay here again.",1
295," The room was very clean and the staff was really friendly. The pool was big and well-maintained, and the breakfast buffet was delicious. The location was great, too, close to many attractions and restaurants. Highly recommend.",1
296," The rooms were large and spacious, and the bed was really comfortable. The bathroom was clean, and had all the necessary amenities. The staff were friendly and helpful. They gave good recommendations for local attractions, and provided good services overall. The location was great, close to the beach and other tourist attractions. All in all, it was a great stay.",1
297," The staff was extremely helpful, the rooms were spacious and clean, and the location was close to attractions. The only thing I noticed about the room was that it didn't have a mini fridge, but everything else was perfect. The breakfast buffet was delicious and I was able to enjoy a relaxing pool day. I would definitely come back and stay here again.",1
298," The staff was incredibly friendly and accommodating. The room was spacious and comfortable. The view from the room was also great and appreciated. The grounds were well kept and there were plenty of amenities to enjoy during our stay. There were also a variety of food options to choose from. Overall, our stay was enjoyable and we wouldn't hesitate to stay again.",1
299," The room was very clean and the beds were comfortable. The staff were friendly and helpful. The location was great too, close to the lake and downtown. We enjoyed our stay and would definitely come back.",1
300, The room was clean and comfortable with all the amenities we needed. The staff was very friendly and helpful. The hotel's proximity to many of the popular attractions in the area was an added bonus. The hotel's continental breakfast had a lot of options and was a great way to start the day. Highly recommend this hotel.,1
301," The rooms were clean, the staff was friendly, and the amenities were good. The location was also ideal, as it was close to attractions such as the beach and shopping centres. The food was delicious and the pool and spa were both relaxing. I had a great experience here, and would definitely stay again.",1
302," The room was large and clean. The bed was comfortable, and the staff was friendly and helpful. The location was excellent, just a short walk from the beach and many nearby attractions. The hotel also had great amenities, including a pool and a fitness center. Overall, my stay at this hotel was very comfortable and enjoyable.",1
303," I really enjoyed my stay here. The room was spacious, clean, and had all the amenities I could need. The staff were friendly and helpful, and the location was perfect for my needs. The nearby restaurants and shopping were also a plus. All in all, I highly recommend this hotel for anyone looking for a nice stay in the area.",1
304," The staff were very friendly and accommodating throughout my stay. The rooms were clean and well maintained with comfortable beds. The location was also great, close to many restaurants and shops. They also provided a great complimentary breakfast every morning. Overall, I had a wonderful stay here and would definitely recommend this hotel to others.",1
305," The room was clean and spacious. The bed was comfortable and the bathroom was well-maintained. The staff was very friendly and accommodating. We enjoyed the breakfast buffet and the pool area. Overall, it was a great hotel and I would recommend it to anyone looking for a nice stay in town.",1
306," I had a room with a kitchenette, which was very convenient for preparing my own meals. The bed was comfortable and the room was clean. The staff was friendly and helpful. They had a wide variety of activities and amenities available, as well as a pool, which we enjoyed. The location was great, just a few blocks from the beach. I would definitely recommend staying here.",1
307," The service was outstanding and the staff was very friendly and accommodating. The rooms were comfortable, clean and well equipped with amenities. The location is excellent and there are many restaurants and shops nearby. The breakfast buffet was delicious and had a great variety of food. I would definitely stay here again.",1
308," The staff was friendly and the rooms were clean. The breakfast buffet was also delicious. The hotel is conveniently located close to the beach, so it was easy to access the beach. I would recommend staying here.",1
309," The staff were friendly and helpful, the rooms were very clean and comfortable, and the view was amazing. The pool and hot tub were also very nice and surrounded by a beautiful landscape. The breakfast was delicious, and there were lots of options to choose from. The location was convenient and close to a lot of local attractions. Overall, it was a great stay and I highly recommend it.",1
310," The staff was friendly, the rooms were comfortable and the views were great. The hotel was also located close to many restaurants and shops. The breakfast included in the stay was also tasty. Overall, I had a great experience and would definitely recommend staying here.",1
311," The staff was very friendly and accommodating. The room was clean and well-maintained. The bed was comfortable and the bathroom was very spacious. The location was ideal as well, being close to public transport and near to many attractions. Overall, I had a very enjoyable and comfortable stay.",1
312," The staff was very friendly and accommodating, and the room was clean and comfortable. The location was also great, being close to local attractions, restaurants, and shopping. I would highly recommend this hotel for anyone visiting the area.",1
313," The rooms were clean, the staff was helpful, and the hotel itself was quite luxurious. The pool area was also very nice and there were plenty of restaurants and shops nearby. The beds were comfortable and the overall atmosphere was inviting and relaxing. I would definitely stay here again and recommend it to anyone.",1
314," The room was comfortable and the staff was very friendly. They provided helpful advice and great service. The location was also convenient, being near restaurants, shops, and attractions. I would recommend this hotel to anyone looking for a nice, convenient stay.",1
315," The rooms were really spacious and the staff was really friendly and helpful. The pool area was very nice, with lots of loungers and pool toys for my children to play with. The food was delicious, and the cocktails and drinks at the bar were reasonably priced. Overall, it was a great place to stay.",1
316," The staff was friendly and inviting. The room was clean and comfortable. The breakfast had a good selection of items, and the restaurant served good food. Overall, I had a good stay.",1
317," The room was very nice and had plenty of space. The bed was comfortable and the staff was friendly and welcoming. The breakfast provided was also very good and offered a variety of choices. Overall, it was a great experience and I would definitely stay again.",1
318," The service was outstanding and the staff were very friendly and helpful. The room was spacious, comfortable and clean. The location was great and convenient to all of the places we wanted to visit. The food was also excellent. Overall, a great experience and highly recommended.",1
319," It had a very friendly staff that was very accommodating. The room was clean and comfortable. The breakfast buffet was also delicious. Overall, it was a wonderful experience and I would definitely stay here again.",1
320, The room was exceptionally clean and the staff was incredibly friendly and helpful. The location was perfect for my needs; close to public transportation and plenty of great restaurants. The breakfast was delicious and the overall atmosphere was very warm. I'd highly recommend this hotel to anyone looking for an enjoyable stay.,1
321," The staff was friendly and helpful, the rooms were clean and comfortable, and the pool was great. The breakfast buffet was really tasty as well. I was really satisfied with this hotel and would definitely recommend it to anyone looking for a good stay.",1
322," The rooms were comfortable, clean and well-appointed, and the staff was friendly and helpful. I especially liked the complimentary breakfast, and the convenient on-site restaurant. The hotel was close to many attractions and had plenty of parking. I would definitely stay here again.",1
323," The room was clean, the staff were very friendly and helpful, and the breakfast was delicious. The pool was great too, it was nice and clean and had plenty of lounge chairs to sit in. The location was perfect, it was close to all the restaurants and shops. Overall, we had an excellent experience and would definitely stay here again.",1
324," The staff were friendly, the room was clean and comfortable and the amenities were great. The complimentary breakfast each morning was a nice surprise, too. The hotel was situated close to all the attractions we wanted to visit and was reasonably priced. All in all, a very pleasant and enjoyable stay.",1
325," The staff were friendly, the rooms were clean and comfortable and the breakfast was delicious. The location was convenient as well. I would definitely return to this hotel on my next visit as I had an enjoyable stay.",1
326, I stayed here for a few weeks and had a really good time. The location was great as it was close to everything I needed and there was plenty of activities around the area. The rooms were spacious and clean and the staff were friendly and helpful. The breakfast was good and had a lot of variety. Overall I had a great time and would definitely stay here again.,1
327," The staff was very friendly, the decor was beautiful and the view of the lake was breathtaking. The rooms were spacious and comfortable. The breakfast provided was delicious and the amenities were top-notch. I would definitely recommend it to anyone looking for a great place to stay!",1
328," I loved the staff. Everyone was friendly, welcoming and helpful. The room was spacious and clean, with comfortable beds and lots of amenities. The breakfast buffet was amazing, with lots of variety and delicious food. The location was great, within walking distance to restaurants, shopping, and attractions. The hotel also had a great pool, gym and spa facilities. I would definitely recommend this hotel and stay here again.",1
329," The room and bathrooms were exceptionally clean, the beds were comfortable and the staff was welcoming, friendly, and helpful.The complimentary breakfast was great, and the continental breakfast offered different options for every morning. The location is also great for commuting to nearby attractions. The hotel was also close to shopping, restaurants, and public transportation.The price of the hotel was reasonable and the quality of the stay was worth it. I would definitely recommend this hotel to anyone looking for a comfortable and affordable stay.",1
330," The room we stayed in was spacious and comfortable. The beds were comfortable, the amenities were top-notch, and the staff was attentive and friendly. The breakfast was delicious, with a good variety of foods, and they offered a complimentary shuttle service to the beach. The location of the hotel was great as well, as it was close to all the local attractions. Overall, it was a great experience staying at this hotel and would highly recommend it!",1
331," The staff was friendly, the rooms were comfortable, the amenities were plentiful, and the breakfast buffet was delicious. I especially liked the outdoor pool and hot tub, which were perfect for relaxing after a long day of exploring. The location was close to shopping, dining, and other attractions, so everything was easily accessible. I would definitely recommend this hotel to others.",1
332," The staff were amazing and very helpful with whatever I needed. The rooms were very clean and comfortable. The food was delicious and offered a variety of selections. The location was great too. It was close to a variety of attractions, restaurants and shops. I would definitely stay here again and highly recommend it to anyone looking for a great hotel experience.",1
333, The staff were friendly and helpful with information about the area. The room was clean and comfortable. The breakfast was plentiful and had lots of options. We would certainly stay here again.,1
334," The room was very comfortable and spacious. We had a view of the surrounding area, which was very nice. It was clean and the staff were friendly and helpful. There were plenty of restaurants and other amenities nearby that make it a great place to stay. The pool area was a great bonus with a bar and lounge chairs. Overall, we had a great stay and would definitely return.",1
335," The room was very clean and tidy and had all the amenities I was looking for. The staff was very friendly and helpful, answering all of my questions and pointing out the best places to visit nearby. The breakfast was excellent, with a wide range of fresh pastries and other items available at a very reasonable price. I would definitely recommend this hotel to anyone looking for a comfortable and enjoyable stay.",1
336," The rooms were spacious and well-furnished, the staff was helpful and friendly, and the amenities were excellent. The on-site restaurant had delicious food, and the hotel bar was a great place to relax and enjoy a few drinks. The location was also perfect - within walking distance to many great attractions and shops. Overall, it was a wonderful stay and I would highly recommend it.",1
337," The room was comfortable and nicely decorated, with plenty of amenities. The staff were very friendly and helpful. The breakfast buffet was delicious, with plenty of variety and freshly made food. The location was perfect, just a few minutes walk from the city centre. Overall, a great stay and highly recommended.",1
338," The rooms were spacious and the beds were comfortable. The view from the balcony was spectacular. The staff were very friendly and helpful and the breakfast was excellent. The pool area was also very nice and the staff there were very attentive. Overall, the experience at this hotel was terrific and I would definitely stay here again.",1
339," We stayed in a spacious room that was clean and modern. The bed was comfortable and the staff were friendly and helpful. We found the hotel well located near shops, restaurants and other attractions. The breakfast provided was delicious and there was a great selection of snacks and beverages throughout the day. Overall, we had a great stay at this hotel and would recommend it to others looking for a good place to rest and relax.",1
340," The beds were comfortable, the pool area was relaxing, and the staff was friendly. The breakfast was also good. The hotel made our stay in the area very enjoyable. Everything was clean and fresh. I highly recommend this hotel and would stay here again in the future.",1
341," The staff was friendly, the rooms were clean, and the location was perfect for our needs. The breakfast buffet was delicious, and the pool was nice. The only issue we had was that the elevator was quite slow and had an odor. Other than that, our experience was great.",1
342," The rooms were very comfortable and the beds were especially comfortable. The staff was friendly and helpful and the food was delicious. The location was great, close to the attractions and shops in the city. The price was very reasonable and I would highly recommend this hotel to anyone looking for a great stay in the city.",1
343," I enjoyed my stay there. The staff was friendly and helpful, and the rooms were comfortable and clean. The location was also ideal, as it was close to many attractions. I would definitely stay there again.",1
344," The room was very spacious and the bed was comfortable. The staff were very friendly and helpful. The location was also great, close to shops and restaurants. Overall, I had a really pleasant stay and would recommend this hotel to others.",1
345," The staff was friendly, the room was clean, and the amenities were great. The restaurant had excellent food, and the pool area was a great place to relax. I would definitely recommend this hotel to others.",1
346," The rooms were very clean and spacious, and the staff was very friendly and helpful. The location was also convenient, near many restaurants and attractions. The pool was also a great way to relax and unwind. Overall, it was a great experience and I would highly recommend it.",1
347," The room was very clean and the staff was very friendly. The breakfast was also good. The only downside was the pool, which was a bit small. Other than that, I had a great stay.",1
348," The staff was friendly and accommodating, the rooms were spacious and had all of the amenities needed. The pool was well maintained and the breakfast bar had a nice selection. The location was convenient and I would definitely stay there again.",1
349," The staff were very friendly, helpful, and accommodating. The room was comfortable and clean, and the bed was really comfortable. The hotel was close to the centre of town and easily walkable. The breakfast was included and was abundant and varied, with something for everyone. The pool was also nice, and the area around the pool was very well kept and inviting. Overall, we had a great stay and would definitely come back again.",1
350," The staff was friendly and helpful. The rooms were clean and comfortable. The food was delicious. We enjoyed the pool and hot tub. The onsite restaurant was convenient, and the hotel was located close to lots of attractions. We had a wonderful stay and would definitely come back!",1
351, I had an amazing stay here. The staff were really friendly and helpful. The room was clean and comfortable. The food was delicious. I would definitely recommend this hotel to anyone looking for a great stay.,1
352," 

I'm so glad to hear that! It’s always nice to know when our guests are satisfied with their experience. Thank you for your feedback!",1
353," The staff was friendly and accommodating, the rooms were comfortable and spacious, and the breakfast was delicious. The fitness center was well-equipped and had a nice selection of machines. The pool was large and clean, and there were plenty of towels and other amenities. Overall, my stay here was very pleasant and I would definitely stay here again.",1
354," It was nice and clean. The staff was friendly and helpful. The location was very convenient. The free breakfast was delicious. The rooms were spacious and comfortable. Overall, it was an excellent stay and I would definitely stay here again.",1
355," The location was perfect, with amazing views of the mountains nearby. The room was spacious and comfortable, and the staff was very friendly and helpful. The food in the restaurant was delicious and reasonably priced, and the breakfast buffet was really nice. The pool was well maintained and the hot tub was great. Overall, I had a wonderful stay at this hotel.",1
356,"

I'm glad to hear you enjoyed your stay. Thanks for your review!",1
357," Service was excellent. Room was spacious and tidy. The beds were comfortable and the bathroom was large and well-maintained. The staff were friendly and accommodating to our needs. They even provided food for us on request. The location was convenient for us as it was close to all the shopping and the airport. Overall, the stay was great and we would definitely recommend this hotel to anyone.",1
358," The rooms were large, the views were incredible and
the staff were friendly and helpful. The facilities were kept clean and up to
date and the prices were reasonable. I would highly recommend this hotel for
anyone looking for a great hotel experience.",1
359," The staff were friendly and efficient. The room was comfortable and spotless. The location was ideal, within walking distance of several attractions and restaurants. The breakfast buffet was delicious and had a nice variety of items. I would definitely stay here again.",1
360," The room was a good size, very clean and the bed was comfortable. The staff was friendly and helpful. The breakfast had a good variety of items and the dining area was clean. The hotel had a nice outdoor area to sit and read or relax. Overall, I had a great experience and would highly recommend this hotel.",1
361," The room was spacious, clean, and comfortable. The staff was friendly and accommodating. The breakfast was good and filling. The location was convenient and near to attractions, restaurants, and shopping. Overall, this was a great stay.",1
362," The staff was friendly, the rooms were clean, and the pool area was wonderful. The pool was large, had plenty of seating, and was regularly cleaned. The breakfast was also excellent, with a variety of hot and cold items. I would definitely recommend this hotel.",1
363," The staff was very friendly and helpful. The rooms were spacious and clean and included everything we needed. The food in the restaurant was delicious and the service was excellent. Location was great as it was close to attractions and restaurants. Overall, I had a great experience and would definitely stay here again.",1
364, Everything was up to par. We stayed in a comfortable room with all of the necessary amenities. The staff were friendly and accommodating. The restaurant was excellent and the service was top notch. We will definitely be back.,1
